from_section,to_section,latitude,longitude,label
Ontario,Québec,45.5284588,-76.1604299,unnamed [service]
Manitoba,Saskatchewan,49.0443028,-101.3713322,Township Road 13 [unclassified]
Ontario,Québec,45.2909163,-74.4419840,Chemin Saint-Georges [secondary]
Ontario,Québec,45.3023295,-74.4550170,Chemin du Petit-Saint-Patrice [tertiary]
Ontario,Québec,45.2663625,-74.4094227,Chemin de la Rivière-Beaudette [tertiary]
Ontario,Québec,45.2976701,-74.4527055,Rue Principale [residential]
Ontario,Québec,45.2639189,-74.4070076,Montée Cross [residential]
Ontario,Québec,45.2780916,-74.4220931,340 [secondary]
Ontario,Québec,45.3050099,-74.4647096,8e Rang [tertiary]
Ontario,Québec,45.3218544,-74.4754847,CR 23 [secondary]
Ontario,Québec,45.3787663,-74.4558001,CR 10 [secondary]
Ontario,Québec,45.5323558,-76.4797047,unnamed [track]
Ontario,Québec,45.5292047,-76.4720516,unnamed [service]
Alberta,Saskatchewan,49.9572345,-110.0001418,1 [trunk]
Ontario,Québec,45.6228473,-74.9935759,Chemin Asa-Cooke [residential]
Ontario,Québec,45.6228178,-74.9946682,Chemin Servant [residential]
Ontario,Québec,45.6414216,-74.7134974,Rue McEvoy [unclassified]
Ontario,Québec,45.6530863,-74.6333158,Chemin du Panorama [unclassified]
Ontario,Québec,45.6507464,-74.6353082,Rue des Érables [residential]
Ontario,Québec,45.6199054,-74.5663549,Montée Crooks [residential]
Ontario,Québec,45.6164459,-74.5685876,Rue des Arpents-Verts [residential]
Ontario,Québec,45.6057746,-74.5261723,Montée Stonefield [unclassified]
Ontario,Québec,45.6226303,-74.5774503,Place de Grenville Nord [residential]
Ontario,Québec,45.6217994,-74.5731443,Rue Baillargeon [residential]
Ontario,Québec,45.6258986,-74.5860630,Rue Queen [residential]
Ontario,Québec,45.5937733,-75.0774666,Chemin de la Grande-Presqu'île [unclassified]
Ontario,Québec,45.6151801,-75.0087295,Rue David [residential]
Ontario,Québec,45.6149022,-75.0107106,Rue Saint-Julien [residential]
Manitoba,Saskatchewan,50.9040676,-101.5408579,unnamed [unclassified]
Manitoba,Saskatchewan,50.9336006,-101.5421290,unnamed [unclassified]
Manitoba,Saskatchewan,50.7881512,-101.5320597,unnamed [unclassified]
Manitoba,Saskatchewan,50.8452051,-101.5368286,unnamed [unclassified]
Alberta,Northwest Territories,60.0010225,-111.8683087,Pelican Street [tertiary]
Alberta,Northwest Territories,60.0013386,-111.8728462,Portage Avenue [secondary]
Alberta,Northwest Territories,59.9987648,-111.8418043,Primrose Lane [residential]
Alberta,Northwest Territories,59.9996928,-111.9239719,unnamed [service]
Alberta,Northwest Territories,60.0002582,-111.9101002,unnamed [service]
Alberta,Saskatchewan,53.3071121,-110.0010463,67 Street [secondary]
Manitoba,Saskatchewan,52.1296465,-101.6566497,unnamed [unclassified]
Manitoba,Saskatchewan,52.1435914,-101.6606442,unnamed [unclassified]
Manitoba,Saskatchewan,52.1727142,-101.6607334,unnamed [unclassified]
Manitoba,Saskatchewan,52.0852907,-101.6528730,unnamed [unclassified]
Manitoba,Saskatchewan,52.0634883,-101.6528666,unnamed [unclassified]
Manitoba,Saskatchewan,52.0270178,-101.6464908,unnamed [unclassified]
Manitoba,Saskatchewan,52.1144204,-101.6539214,753 [tertiary]
Manitoba,Ontario,49.5034756,-95.1579878,unnamed [track]
Manitoba,Ontario,49.4230508,-95.1634248,unnamed [track]
Manitoba,Ontario,49.3898601,-95.1620902,unnamed [residential]
Ontario,Québec,47.5932336,-79.5135086,Rue Ontario [primary]
Ontario,Québec,45.5168470,-76.2296732,Rue McCann [residential]
Ontario,Québec,45.4740462,-76.3253625,Chemin de Pontiac-Station [unclassified]
Ontario,Québec,45.5180818,-76.2285814,unnamed [service]
Ontario,Québec,46.1880452,-77.6809404,CR 635 [secondary]
Alberta,Saskatchewan,49.2402389,-109.9968777,unnamed [track]
Alberta,Saskatchewan,49.1945290,-110.0013281,13 [primary]
Ontario,Québec,45.8875373,-76.9088028,Rapid Road [residential]
Alberta,Saskatchewan,53.4899571,-110.0021900,unnamed [unclassified]
Alberta,Saskatchewan,49.5527103,-109.9965138,unnamed [unclassified]
Alberta,Saskatchewan,49.8731701,-109.9959183,unnamed [unclassified]
Alberta,Saskatchewan,49.7566897,-109.9961107,unnamed [track]
Alberta,Saskatchewan,49.8421501,-109.9987627,unnamed [track]
Alberta,Saskatchewan,49.7930588,-110.0006041,724 [tertiary]
Alberta,Saskatchewan,52.8123645,-110.0021470,unnamed [unclassified]
Manitoba,Saskatchewan,50.7420473,-101.5281991,unnamed [unclassified]
Manitoba,Saskatchewan,50.7273119,-101.5233644,unnamed [unclassified]
Manitoba,Saskatchewan,50.6388970,-101.5176174,22 [primary]
Manitoba,Saskatchewan,50.3584264,-101.4916768,unnamed [unclassified]
Alberta,Saskatchewan,53.2509739,-109.9999612,14 Street [residential]
Alberta,Saskatchewan,53.2496704,-110.0001215,13 Street [residential]
Manitoba,Saskatchewan,50.4469022,-101.5017760,unnamed [unclassified]
Manitoba,Saskatchewan,50.5012853,-101.5049476,unnamed [unclassified]
Manitoba,Saskatchewan,50.7568049,-101.5285896,unnamed [unclassified]
Manitoba,Saskatchewan,49.7392428,-101.4324954,unnamed [secondary]
Manitoba,Saskatchewan,50.9630300,-101.5437502,unnamed [unclassified]
Manitoba,Saskatchewan,50.8893729,-101.5435354,unnamed [unclassified]
Manitoba,Saskatchewan,50.8598929,-101.5359439,unnamed [track]
Ontario,Québec,45.5257993,-76.4522386,Chemin River [tertiary]
British Columbia,Yukon,59.9981784,-136.8522340,Blanchard River Road [residential]
British Columbia,Yukon,60.0018269,-136.8489277,YK 3 [trunk]
Ontario,Québec,45.5595202,-74.3988040,unnamed [service]
Alberta,Saskatchewan,50.9741914,-110.0030785,unnamed [service]
Alberta,Saskatchewan,49.9577834,-110.0001320,1 [trunk]
Ontario,Québec,45.4971686,-76.0141043,Chemin des Pères-Dominicains [unclassified]
Manitoba,Saskatchewan,49.3996218,-101.4036409,unnamed [unclassified]
Manitoba,Saskatchewan,49.2370227,-101.3884728,unnamed [track]
Manitoba,Saskatchewan,49.5327226,-101.4141316,unnamed [unclassified]
Manitoba,Saskatchewan,49.5029767,-101.4139765,unnamed [unclassified]
Alberta,Saskatchewan,49.9500918,-110.0008546,unnamed [unclassified]
Alberta,Saskatchewan,49.9095800,-110.0003585,unnamed [track]
Manitoba,Saskatchewan,49.4585848,-101.4112401,unnamed [track]
Manitoba,Saskatchewan,49.4290860,-101.4059595,unnamed [unclassified]
Manitoba,Saskatchewan,49.7097480,-101.4340259,unnamed [unclassified]
Manitoba,Saskatchewan,49.6065190,-101.4210039,unnamed [unclassified]
Alberta,Saskatchewan,53.5116841,-109.9936955,3 [primary]
Alberta,Saskatchewan,53.6073431,-110.0034214,unnamed [unclassified]
Alberta,Saskatchewan,53.6449975,-109.9986788,unnamed [unclassified]
Alberta,Saskatchewan,53.7434047,-110.0034790,Range Road 10 [unclassified]
Alberta,Saskatchewan,53.7366278,-109.9990021,unnamed [unclassified]
Alberta,Saskatchewan,52.5220110,-110.0021281,unnamed [unclassified]
Alberta,Saskatchewan,53.2793533,-109.9987622,unnamed [service]
Alberta,Saskatchewan,53.2820626,-109.9987681,unnamed [service]
Alberta,Saskatchewan,53.2775565,-109.9996962,unnamed [service]
Alberta,Saskatchewan,53.2720368,-109.9987970,unnamed [service]
Alberta,Saskatchewan,53.2784564,-109.9987560,unnamed [service]
Alberta,Saskatchewan,53.2811598,-109.9987657,unnamed [service]
Alberta,Saskatchewan,53.2829673,-109.9987643,unnamed [service]
Alberta,Saskatchewan,53.2885838,-109.9983433,54 Street [unclassified]
Manitoba,Saskatchewan,49.3403087,-101.3966619,unnamed [unclassified]
Alberta,Saskatchewan,53.1106349,-109.9991388,unnamed [unclassified]
Alberta,Saskatchewan,53.0669566,-110.0008759,unnamed [unclassified]
Alberta,Saskatchewan,53.1324901,-110.0022734,Township 482 Road [unclassified]
Alberta,Saskatchewan,53.2053419,-110.0010443,unnamed [unclassified]
Manitoba,Saskatchewan,49.3254984,-101.3952332,unnamed [track]
Alberta,Saskatchewan,53.6632281,-109.9985678,unnamed [unclassified]
Ontario,Québec,45.6040314,-76.6601239,Chemin des Outaouais [unclassified]
Alberta,Northwest Territories,60.0002339,-111.9019114,unnamed [service]
Alberta,Northwest Territories,60.0004003,-111.8619516,Paddle Street [residential]
Alberta,Northwest Territories,59.9998557,-111.8497002,unnamed [residential]
Alberta,Northwest Territories,59.9998736,-111.8483884,Carl's Drive [residential]
Ontario,Québec,45.5908880,-76.6546445,unnamed [service]
Manitoba,Saskatchewan,49.6949692,-101.4275484,unnamed [track]
Alberta,Northwest Territories,60.0004404,-111.9243097,unnamed [track]
Alberta,Northwest Territories,60.0002069,-111.9186650,unnamed [track]
Manitoba,Saskatchewan,50.1816195,-101.4754254,unnamed [unclassified]
Alberta,Northwest Territories,60.0004677,-111.9046578,5 [primary]
Alberta,Northwest Territories,59.9990270,-112.1905017,unnamed [track]
Manitoba,Saskatchewan,49.1182343,-101.3775487,Township Road 22 [unclassified]
Manitoba,Saskatchewan,49.0146543,-101.3653135,Township Road 11 [track]
Manitoba,Saskatchewan,50.7715439,-101.5309739,unnamed [unclassified]
Manitoba,Saskatchewan,50.6830904,-101.5234704,unnamed [unclassified]
Manitoba,Saskatchewan,50.7126101,-101.5228664,unnamed [track]
Ontario,Québec,45.6588190,-76.6963988,Chemin de la Baie [residential]
Manitoba,Saskatchewan,50.5206867,-101.5068909,unnamed [unclassified]
Alberta,Saskatchewan,54.3405965,-110.0018322,55 [primary]
Alberta,Saskatchewan,50.9418950,-109.9996631,unnamed [unclassified]
Alberta,Saskatchewan,50.9473729,-109.9996828,unnamed [unclassified]
Alberta,Saskatchewan,50.9260493,-110.0010364,Empress VOR Access Road [unclassified]
Alberta,Saskatchewan,50.9123662,-110.0027955,unnamed [unclassified]
Alberta,Saskatchewan,50.8048369,-109.9957990,unnamed [unclassified]
Alberta,Saskatchewan,50.9502696,-110.0019741,unnamed [unclassified]
Alberta,Saskatchewan,50.9568136,-109.9979961,unnamed [track]
Alberta,Saskatchewan,50.9211208,-109.9960229,unnamed [unclassified]
Alberta,Saskatchewan,50.8776761,-109.9975679,unnamed [track]
Alberta,Saskatchewan,50.9116330,-110.0020861,unnamed [unclassified]
Alberta,Saskatchewan,50.8193851,-109.9959301,unnamed [track]
Alberta,Saskatchewan,50.6301863,-109.9958621,unnamed [unclassified]
Alberta,Saskatchewan,50.5719579,-109.9995642,unnamed [track]
Alberta,Saskatchewan,50.5139692,-109.9980998,unnamed [unclassified]
Alberta,Saskatchewan,50.6884357,-109.9958229,unnamed [unclassified]
Alberta,Saskatchewan,50.6010462,-109.9958546,unnamed [track]
Alberta,Saskatchewan,50.5431140,-109.9981045,unnamed [unclassified]
Alberta,Saskatchewan,50.6592164,-110.0020611,321 [secondary]
Alberta,Saskatchewan,49.9291544,-109.9994693,unnamed [unclassified]
Alberta,Saskatchewan,49.9751393,-109.9956555,unnamed [unclassified]
Alberta,Saskatchewan,49.9013008,-109.9965342,unnamed [unclassified]
Alberta,Saskatchewan,50.1694512,-109.9999378,unnamed [unclassified]
Alberta,Saskatchewan,50.1403989,-109.9966337,unnamed [unclassified]
Alberta,Saskatchewan,50.2226816,-109.9980611,unnamed [unclassified]
Alberta,Saskatchewan,50.0770266,-109.9967045,unnamed [unclassified]
Alberta,Saskatchewan,50.0973197,-109.9967449,unnamed [unclassified]
Alberta,Saskatchewan,50.3391905,-109.9980738,unnamed [unclassified]
Alberta,Saskatchewan,50.3100869,-109.9980837,unnamed [unclassified]
Alberta,Saskatchewan,50.3682991,-109.9980885,unnamed [unclassified]
Alberta,Saskatchewan,50.4264484,-110.0020940,371 [secondary]
Alberta,Saskatchewan,50.4848432,-109.9980967,unnamed [unclassified]
Alberta,Saskatchewan,50.3973834,-109.9987577,unnamed [track]
Alberta,Saskatchewan,50.2809733,-109.9980761,unnamed [unclassified]
Alberta,Saskatchewan,50.4557000,-109.9980895,unnamed [unclassified]
Alberta,Saskatchewan,51.7652832,-109.9993705,unnamed [tertiary]
Alberta,Saskatchewan,51.9978923,-109.9985930,unnamed [unclassified]
Alberta,Saskatchewan,51.8234661,-109.9994085,unnamed [unclassified]
Alberta,Saskatchewan,51.8888439,-109.9995560,unnamed [track]
Alberta,Saskatchewan,51.8062756,-109.9993749,unnamed [track]
Alberta,Saskatchewan,51.7992176,-109.9993886,unnamed [track]
Alberta,Saskatchewan,51.8742370,-109.9992186,unnamed [unclassified]
Alberta,Saskatchewan,51.8526313,-109.9993491,51 [primary]
Alberta,Saskatchewan,52.0779436,-109.9964160,unnamed [track]
Alberta,Saskatchewan,52.1893632,-109.9962236,unnamed [track]
Alberta,Saskatchewan,52.2017666,-109.9946577,unnamed [unclassified]
Alberta,Saskatchewan,52.1726556,-109.9998803,unnamed [unclassified]
Alberta,Saskatchewan,52.0999816,-110.0004244,unnamed [unclassified]
Alberta,Saskatchewan,52.1436506,-109.9946316,unnamed [unclassified]
Alberta,Saskatchewan,52.2308386,-109.9946459,unnamed [unclassified]
Alberta,Saskatchewan,52.0562101,-109.9951091,unnamed [unclassified]
Alberta,Saskatchewan,52.1139659,-110.0017977,771 [tertiary]
Alberta,Saskatchewan,52.4049582,-109.9995867,unnamed [unclassified]
Alberta,Saskatchewan,52.4923077,-109.9959343,unnamed [unclassified]
Alberta,Saskatchewan,52.4631998,-109.9994934,unnamed [unclassified]
Alberta,Saskatchewan,52.4528484,-109.9997411,unnamed [unclassified]
Alberta,Saskatchewan,52.2887744,-110.0006348,unnamed [unclassified]
Alberta,Saskatchewan,52.3467556,-109.9996874,unnamed [unclassified]
Alberta,Saskatchewan,52.3758197,-109.9996630,unnamed [unclassified]
Alberta,Saskatchewan,52.2599566,-110.0007315,unnamed [unclassified]
Alberta,Saskatchewan,52.3181973,-109.9963462,unnamed [unclassified]
Alberta,Saskatchewan,51.6488807,-109.9993697,unnamed [unclassified]
Alberta,Saskatchewan,51.5616921,-110.0008502,unnamed [unclassified]
Alberta,Saskatchewan,51.7071045,-109.9994901,unnamed [unclassified]
Alberta,Saskatchewan,51.5907893,-110.0008576,unnamed [unclassified]
Alberta,Saskatchewan,51.6199046,-109.9955859,unnamed [unclassified]
Alberta,Saskatchewan,51.5325707,-110.0016692,unnamed [unclassified]
Alberta,Saskatchewan,51.6632427,-109.9991304,unnamed [unclassified]
Alberta,Saskatchewan,51.3739286,-109.9971687,Railway Avenue [tertiary]
Alberta,Saskatchewan,51.4015552,-109.9971689,unnamed [track]
Alberta,Saskatchewan,51.3579626,-109.9980246,unnamed [track]
Alberta,Saskatchewan,51.4452590,-109.9971542,unnamed [unclassified]
Alberta,Saskatchewan,51.3866993,-109.9991996,unnamed [track]
Alberta,Saskatchewan,51.4797792,-109.9990522,unnamed [unclassified]
Alberta,Saskatchewan,51.3730880,-109.9971743,unnamed [track]
Alberta,Saskatchewan,51.2996385,-110.0010477,unnamed [unclassified]
Alberta,Saskatchewan,51.4160987,-110.0016995,unnamed [unclassified]
Alberta,Saskatchewan,51.1250894,-109.9952124,unnamed [unclassified]
Alberta,Saskatchewan,51.2123473,-110.0010436,unnamed [unclassified]
Alberta,Saskatchewan,51.0958947,-110.0011112,unnamed [unclassified]
Alberta,Saskatchewan,51.1032590,-110.0018591,unnamed [unclassified]
Alberta,Saskatchewan,51.0668080,-110.0025467,unnamed [unclassified]
Alberta,Saskatchewan,49.7421616,-110.0015378,unnamed [unclassified]
Alberta,Saskatchewan,49.7469227,-109.9964827,unnamed [unclassified]
Manitoba,Saskatchewan,49.6507438,-101.4265277,unnamed [unclassified]
Manitoba,Saskatchewan,50.6978580,-101.5204362,unnamed [unclassified]
Manitoba,Saskatchewan,50.5095866,-101.5032365,unnamed [track]
Manitoba,Saskatchewan,50.8157183,-101.5344131,unnamed [unclassified]
Alberta,Saskatchewan,49.7180427,-110.0013499,unnamed [unclassified]
Manitoba,Saskatchewan,52.3813454,-101.6824190,unnamed [unclassified]
Manitoba,Saskatchewan,52.3128277,-101.6763978,980 [secondary]
Manitoba,Saskatchewan,52.4996676,-101.6917675,unnamed [unclassified]
Manitoba,Saskatchewan,52.8316148,-101.7236824,3 [primary]
Manitoba,Saskatchewan,52.7834428,-101.7210616,unnamed [unclassified]
Manitoba,Saskatchewan,52.9766601,-101.7375109,unnamed [track]
Manitoba,Ontario,50.4708180,-95.1576458,unnamed [track]
Alberta,Northwest Territories,60.0011818,-111.8966919,King Street [secondary]
Alberta,Northwest Territories,60.0014286,-112.4894244,unnamed [unclassified]
Alberta,Saskatchewan,53.7626875,-109.9994619,unnamed [unclassified]
Alberta,Saskatchewan,53.9035496,-109.9968398,unnamed [track]
Alberta,Saskatchewan,53.9118774,-109.9974811,unnamed [track]
Alberta,Saskatchewan,53.7683820,-109.9998905,unnamed [unclassified]
Alberta,Saskatchewan,53.7690425,-109.9998456,unnamed [unclassified]
Alberta,Saskatchewan,53.8528525,-110.0007200,unnamed [track]
Alberta,Saskatchewan,53.7886683,-109.9993649,unnamed [unclassified]
Alberta,Saskatchewan,53.7905193,-109.9992853,unnamed [unclassified]
Alberta,Saskatchewan,54.1956741,-109.9972186,unnamed [track]
Alberta,Saskatchewan,54.4072667,-110.0024450,Deer Trail [unclassified]
Alberta,Saskatchewan,54.2822492,-110.0020549,unnamed [unclassified]
Northwest Territories,Yukon,67.0499058,-136.2058742,YK 5 [primary]
Alberta,Northwest Territories,60.0021112,-116.9810185,1 [trunk]
Alberta,Northwest Territories,60.0010378,-112.5827269,5 [primary]
Alberta,Northwest Territories,60.0008435,-112.5593552,5 [primary]
Alberta,Northwest Territories,60.0007381,-112.6513194,5 [primary]
Alberta,Northwest Territories,60.0006546,-112.5214806,5 [primary]
British Columbia,Yukon,60.0008706,-127.6754254,BC 97 [trunk]
British Columbia,Yukon,60.0011470,-127.6861857,BC 97 [trunk]
British Columbia,Yukon,60.0004376,-127.8650166,BC 97 [trunk]
British Columbia,Yukon,60.0013864,-127.9292536,BC 97 [trunk]
British Columbia,Northwest Territories,60.0001172,-122.9329390,7 [primary]
Ontario,Québec,45.3895581,-75.8234207,Chemin Fraser [tertiary]
New Brunswick,Québec,47.4857661,-68.4879873,85 [motorway]
Ontario,Québec,45.3876531,-75.8364702,Boulevard de Lucerne [secondary]
Ontario,Québec,45.3871452,-75.8409896,Rue Lake [residential]
Ontario,Québec,45.3871063,-75.8367568,Rue Pine [residential]
Alberta,British Columbia,55.7792044,-119.9989261,49 [primary]
Ontario,Québec,45.5876518,-76.6553190,Chemin Armitage [unclassified]
Ontario,Québec,45.7318072,-76.7278138,Chemin du Rocher-Fendu [residential]
Alberta,Northwest Territories,60.0009914,-111.8810760,Breynat Street [tertiary]
Ontario,Québec,46.7117592,-79.1003006,101 [primary]
Ontario,Québec,45.3929194,-75.7958814,Rue Félix-Leclerc [residential]
Ontario,Québec,45.3911530,-75.7967151,Rue Félix-Leclerc [residential]
Alberta,Saskatchewan,56.2821773,-110.0016036,956 [tertiary]
Newfoundland and Labrador,Québec,51.4204587,-57.0984955,510 [trunk]
Alberta,Saskatchewan,52.8415707,-109.9996484,40 [primary]
Manitoba,Ontario,49.3689581,-95.1582695,unnamed [track]
Manitoba,Ontario,50.4582618,-95.1562764,PR 315 [secondary]
Manitoba,Saskatchewan,50.3289271,-101.4869795,308 [secondary]
Manitoba,Saskatchewan,49.3848504,-101.4016995,361 [secondary]
Manitoba,Saskatchewan,50.9485356,-101.5479558,723 [tertiary]
Manitoba,Saskatchewan,51.4049887,-101.5891945,357 [secondary]
Ontario,Québec,45.4472705,-75.7163067,unnamed [service]
Ontario,Québec,45.4488111,-75.7148464,unnamed [service]
Ontario,Québec,45.4480636,-75.7147793,unnamed [service]
British Columbia,Yukon,60.0003330,-129.0523419,YK 37 [primary]
Ontario,Québec,45.5314858,-75.4119503,Chemin du Quai [tertiary]
Ontario,Québec,45.8193209,-77.0819032,unnamed [service]
Ontario,Québec,45.4458071,-75.7177298,unnamed [service]
Ontario,Québec,45.6178059,-75.0033201,148 [primary]
Ontario,Québec,45.6161961,-75.0068379,148 [primary]
Ontario,Québec,46.0063485,-77.2928479,unnamed [track]
Ontario,Québec,46.1636097,-77.6036290,unnamed [service]
Northwest Territories,Yukon,66.4439063,-133.7187114,unnamed [track]
Northwest Territories,Yukon,66.4898442,-133.6807446,unnamed [track]
Alberta,Saskatchewan,50.2517503,-110.0021689,728 [secondary]
Ontario,Québec,45.5800604,-75.2459975,Onesime Guibord Road [tertiary]
Alberta,Saskatchewan,51.2705528,-109.9999698,570 [secondary]
Ontario,Québec,45.7548387,-76.7649849,Parc du Rocher Fendu [unclassified]
Ontario,Québec,48.1892999,-79.5213290,unnamed [track]
Ontario,Québec,45.4067568,-74.4447953,Chemin Concession 9 Road [tertiary]
Ontario,Québec,48.8631613,-79.5214397,La Reine Road [residential]
Ontario,Québec,48.9519525,-79.5202755,Translimit Road [residential]
Ontario,Québec,45.5519681,-76.5820300,Chemin Snow [residential]
Ontario,Québec,49.5404958,-79.5192273,unnamed [track]
Ontario,Québec,49.5467807,-79.5211621,unnamed [track]
Ontario,Québec,49.5231964,-79.5171044,unnamed [track]
Ontario,Québec,49.5162745,-79.5207553,unnamed [track]
Ontario,Québec,49.5492278,-79.5212034,unnamed [track]
Ontario,Québec,49.5461393,-79.5211037,unnamed [track]
Ontario,Québec,49.7065183,-79.5216314,unnamed [track]
Ontario,Québec,49.7000754,-79.5219766,unnamed [track]
Ontario,Québec,45.4341478,-75.7298295,unnamed [service]
Alberta,Saskatchewan,53.3248427,-109.9994268,unnamed [service]
Alberta,Saskatchewan,53.3242069,-109.9991235,unnamed [service]
Alberta,Saskatchewan,53.3218160,-110.0005225,unnamed [service]
Alberta,Saskatchewan,53.3269593,-109.9990947,Robert Drive [residential]
Alberta,Saskatchewan,53.3254865,-110.0001987,unnamed [service]
Alberta,Saskatchewan,53.3263109,-110.0000132,unnamed [service]
Ontario,Québec,45.4606888,-75.6985144,Rue Saint-Antoine [residential]
Alberta,Saskatchewan,53.8250157,-109.9991949,unnamed [track]
Alberta,Saskatchewan,53.8326828,-109.9986726,unnamed [track]
Alberta,Saskatchewan,53.8101166,-110.0011342,unnamed [track]
Alberta,Saskatchewan,53.8288195,-110.0003096,unnamed [track]
Alberta,Saskatchewan,53.8148779,-110.0024174,unnamed [unclassified]
Alberta,Saskatchewan,53.8039933,-109.9999352,unnamed [track]
Alberta,Saskatchewan,53.7924467,-109.9957918,unnamed [track]
Alberta,Saskatchewan,53.7824389,-109.9988367,unnamed [track]
Alberta,Saskatchewan,53.2330724,-110.0016653,unnamed [service]
Alberta,Saskatchewan,53.2284162,-110.0007870,unnamed [service]
Alberta,Saskatchewan,53.2308140,-110.0012726,unnamed [service]
Ontario,Québec,46.3684526,-78.7316222,Mount Antoine Road [service]
Ontario,Québec,45.4615027,-75.6960338,unnamed [service]
Ontario,Québec,45.6534990,-74.6387516,unnamed [track]
Ontario,Québec,45.6554558,-74.6556222,Chemin Welden [residential]
Alberta,British Columbia,57.3156916,-119.9989864,unnamed [unclassified]
Ontario,Québec,45.4228020,-75.7390052,Boulevard Alexandre-Taché [secondary]
Alberta,Saskatchewan,53.2743017,-109.9989744,40 Street [residential]
Ontario,Québec,45.4462269,-74.4330715,Chemin Clermont Road [unclassified]
Ontario,Québec,45.6209049,-74.5748069,Rue Baillargeon [residential]
Ontario,Québec,45.6521694,-74.6346640,148 [primary]
Newfoundland and Labrador,Québec,54.8698101,-66.6589514,unnamed [unclassified]
Newfoundland and Labrador,Québec,54.7495348,-66.7025314,unnamed [track]
Newfoundland and Labrador,Québec,54.7600553,-66.8132422,unnamed [unclassified]
Manitoba,Ontario,49.6127593,-95.1545918,Freedom Road [tertiary]
Alberta,British Columbia,54.6693411,-120.0002562,unnamed [unclassified]
Alberta,British Columbia,54.6806776,-119.9995621,unnamed [unclassified]
Ontario,Québec,45.6284674,-74.5895342,344 [primary]
Ontario,Québec,45.6516106,-74.6317300,unnamed [service]
Alberta,British Columbia,57.3565443,-120.0007130,unnamed [track]
Alberta,British Columbia,57.3994620,-120.0014714,unnamed [track]
Alberta,British Columbia,56.5127306,-119.9986402,unnamed [unclassified]
New Brunswick,Québec,47.8885141,-67.2135151,Rang de l'Église Sud [track]
New Brunswick,Québec,47.8885383,-67.2075218,Rang de l'Église Sud [track]
New Brunswick,Québec,47.8869715,-67.1875013,Rang de l'Église Sud [track]
New Brunswick,Québec,47.4278660,-68.5731483,Route de Val-Lambert [track]
New Brunswick,Québec,47.4037752,-68.6451202,8e-et-9e Rang Sud [unclassified]
New Brunswick,Nova Scotia,45.8552499,-64.2612054,NS 104;TCH [motorway]
Alberta,British Columbia,54.1292909,-120.0003826,Deadhorse Meadows Tote Trail [track]
Alberta,Saskatchewan,53.8430277,-109.9995589,unnamed [track]
Manitoba,Saskatchewan,57.0848165,-101.9974985,PR 394 [secondary]
Ontario,Québec,45.8188156,-77.0809664,unnamed [service]
Alberta,British Columbia,49.0355662,-114.0394431,Akamina Parkway [tertiary]
Ontario,Québec,45.3534425,-74.4657024,unnamed [service]
Alberta,British Columbia,49.9638371,-114.6722287,unnamed [track]
Alberta,Saskatchewan,53.2518997,-109.9990742,unnamed [service]
Ontario,Québec,45.8164605,-77.0759693,148 [primary]
Ontario,Québec,46.1694923,-77.6182383,unnamed [service]
Ontario,Québec,46.1698032,-77.6193533,unnamed [service]
Ontario,Québec,46.1861568,-77.6656559,unnamed [track]
Ontario,Québec,46.1827289,-77.6563257,unnamed [track]
Ontario,Québec,46.1841890,-77.6573936,unnamed [track]
Ontario,Québec,46.1841534,-77.6589373,unnamed [track]
Ontario,Québec,46.1664673,-77.6081243,unnamed [service]
Ontario,Québec,46.1670350,-77.6091942,unnamed [service]
Ontario,Québec,46.1656193,-77.6043821,unnamed [service]
Ontario,Québec,46.1670412,-77.6125682,Myrlin Way [service]
Ontario,Québec,46.1671616,-77.6135713,unnamed [service]
Ontario,Québec,46.1679595,-77.6145386,Pinecrest Road [service]
Ontario,Québec,46.1642064,-77.6040717,unnamed [service]
Ontario,Québec,46.1599473,-77.5873152,Rittermere Road [residential]
Ontario,Québec,46.1600021,-77.5928220,Fraser View Lane [residential]
Ontario,Québec,46.1604278,-77.5933335,unnamed [service]
Ontario,Québec,46.1616007,-77.5959888,unnamed [service]
Ontario,Québec,46.1598239,-77.5889585,unnamed [service]
Ontario,Québec,46.1529484,-77.5755361,Frasers Road [residential]
Ontario,Québec,46.1567765,-77.5846995,unnamed [track]
Ontario,Québec,46.1573385,-77.5827639,unnamed [track]
Ontario,Québec,46.1501148,-77.5677370,unnamed [service]
Alberta,Saskatchewan,53.2711348,-109.9989828,unnamed [service]
Alberta,British Columbia,57.7416693,-119.9994336,unnamed [unclassified]
Alberta,Saskatchewan,53.2536404,-109.9992575,18 Street [tertiary]
Ontario,Québec,45.6491299,-74.6278949,Rue Principale [tertiary]
Ontario,Québec,45.6482580,-74.6231863,unnamed [service]
Manitoba,Saskatchewan,49.5770348,-101.4211528,13 [primary]
Alberta,Saskatchewan,53.2834276,-109.9996992,50 Street [tertiary]
Ontario,Québec,45.5419600,-74.4007356,417 [motorway]
Ontario,Québec,45.6021821,-76.6576664,301 [secondary]
Alberta,Saskatchewan,53.2553259,-109.9991566,20 Street [residential]
Ontario,Québec,45.4922637,-76.3806104,Chemin de Knox Landing [track]
Ontario,Québec,45.6356220,-74.8678894,CR 24 [secondary]
New Brunswick,Prince Edward Island,46.1915229,-63.7772032,NB 16;TCH [trunk]
Ontario,Québec,46.8416146,-79.1879676,Chemin Jodoin [track]
Ontario,Québec,46.1798942,-77.6467964,Cutler Lane [residential]
